email_id,subject,email_body,claim_type,urgency,fraud_flag
4459,Travel insurance assistance required,My baggage was lost during flight from Mumbai. Please register my travel insurance claim.,Travel,Low,No
4460,Flight delay insurance claim,Requesting reimbursement under travel insurance for trip interruption.,Travel,Low,No
4461,Flight delay insurance claim,"Due to flight delay, I incurred additional expenses. Kindly assist with insurance claim.",Travel,Low,No
4462,Lost baggage travel claim,"Due to flight delay, I incurred additional expenses. Kindly assist with insurance claim.",Travel,Low,No
4463,Lost baggage travel claim,My baggage was lost during flight from Mumbai. Please register my travel insurance claim.,Travel,Low,No
4464,Travel insurance assistance required,Requesting reimbursement under travel insurance for trip interruption.,Travel,Low,No
4465,Lost baggage travel claim,My baggage was lost during flight from Bangalore. Please register my travel insurance claim.,Travel,Low,No
4466,Travel insurance assistance required,"Due to flight delay, I incurred additional expenses. Kindly assist with insurance claim.",Travel,Low,No
4467,Flight delay insurance claim,My baggage was lost during flight from Mumbai. Please register my travel insurance claim.,Travel,Medium,No
4468,Flight delay insurance claim,Requesting reimbursement under travel insurance for trip interruption.,Travel,Low,No
4469,Flight delay insurance claim,My baggage was lost during flight from Delhi. Please register my travel insurance claim.,Travel,Low,No
4470,Flight delay insurance claim,"Due to flight delay, I incurred additional expenses. Kindly assist with insurance claim.",Travel,Low,No
4471,Flight delay insurance claim,"Due to flight delay, I incurred additional expenses. Kindly assist with insurance claim.",Travel,Low,No
4472,Travel insurance assistance required,Requesting reimbursement under travel insurance for trip interruption.,Travel,Low,No
4473,Travel insurance assistance required,My baggage was lost during flight from Bangalore. Please register my travel insurance claim.,Travel,Low,No
4474,Travel insurance assistance required,"Due to flight delay, I incurred additional expenses. Kindly assist with insurance claim.",Travel,Low,No
4475,Flight delay insurance claim,Requesting reimbursement under travel insurance for trip interruption.,Travel,Medium,No
4476,Travel insurance assistance required,My baggage was lost during flight from Delhi. Please register my travel insurance claim.,Travel,Low,No
4477,Flight delay insurance claim,"Due to flight delay, I incurred additional expenses. Kindly assist with insurance claim.",Travel,Medium,No
4478,Travel insurance assistance required,Requesting reimbursement under travel insurance for trip interruption.,Travel,Low,No
4479,Flight delay insurance claim,Requesting reimbursement under travel insurance for trip interruption.,Travel,Medium,No
4480,Flight delay insurance claim,My baggage was lost during flight from Mumbai. Please register my travel insurance claim.,Travel,Medium,No
4481,Lost baggage travel claim,Requesting reimbursement under travel insurance for trip interruption.,Travel,Low,No
4482,Lost baggage travel claim,My baggage was lost during flight from Mumbai. Please register my travel insurance claim.,Travel,Medium,No
4483,Lost baggage travel claim,Requesting reimbursement under travel insurance for trip interruption.,Travel,Low,No
4484,Lost baggage travel claim,"Due to flight delay, I incurred additional expenses. Kindly assist with insurance claim.",Travel,Medium,No
4485,Travel insurance assistance required,My baggage was lost during flight from Mumbai. Please register my travel insurance claim.,Travel,Low,No
4486,Flight delay insurance claim,Requesting reimbursement under travel insurance for trip interruption.,Travel,Medium,No
4487,Lost baggage travel claim,Requesting reimbursement under travel insurance for trip interruption.,Travel,Medium,No
4488,Flight delay insurance claim,"Due to flight delay, I incurred additional expenses. Kindly assist with insurance claim.",Travel,Low,No
4489,Flight delay insurance claim,My baggage was lost during flight from Bangalore. Please register my travel insurance claim.,Travel,Medium,No
4490,Flight delay insurance claim,My baggage was lost during flight from Chandigarh. Please register my travel insurance claim.,Travel,Medium,No
4491,Flight delay insurance claim,My baggage was lost during flight from Chandigarh. Please register my travel insurance claim.,Travel,Low,No
4492,Flight delay insurance claim,My baggage was lost during flight from Bangalore. Please register my travel insurance claim.,Travel,Low,No
4493,Travel insurance assistance required,"Due to flight delay, I incurred additional expenses. Kindly assist with insurance claim.",Travel,Medium,No
4494,Lost baggage travel claim,My baggage was lost during flight from Punjab. Please register my travel insurance claim.,Travel,Medium,No
4495,Travel insurance assistance required,Requesting reimbursement under travel insurance for trip interruption.,Travel,Medium,No
4496,Travel insurance assistance required,"Due to flight delay, I incurred additional expenses. Kindly assist with insurance claim.",Travel,Low,No
4497,Lost baggage travel claim,Requesting reimbursement under travel insurance for trip interruption.,Travel,Low,No
4498,Flight delay insurance claim,My baggage was lost during flight from Punjab. Please register my travel insurance claim.,Travel,Low,No
4499,Flight delay insurance claim,My baggage was lost during flight from Mumbai. Please register my travel insurance claim.,Travel,Medium,No
4500,Travel insurance assistance required,Requesting reimbursement under travel insurance for trip interruption.,Travel,Medium,No
4501,Repeated claim submission detected,This claim appears suspicious as similar claims were filed earlier for the same incident.,Fraud,High,Yes
4502,Repeated claim submission detected,Unusual claim pattern observed. Investigation required before approval.,Fraud,High,Yes
4503,Possible fraudulent insurance activity,Unusual claim pattern observed. Investigation required before approval.,Fraud,High,Yes
4504,Repeated claim submission detected,Multiple claims submitted with identical documents. Possible insurance fraud detected.,Fraud,High,Yes
4505,Possible fraudulent insurance activity,This claim appears suspicious as similar claims were filed earlier for the same incident.,Fraud,High,Yes
4506,Suspicious claim investigation,Multiple claims submitted with identical documents. Possible insurance fraud detected.,Fraud,High,Yes
4507,Repeated claim submission detected,Unusual claim pattern observed. Investigation required before approval.,Fraud,High,Yes
4508,Suspicious claim investigation,This claim appears suspicious as similar claims were filed earlier for the same incident.,Fraud,High,Yes
4509,Possible fraudulent insurance activity,Unusual claim pattern observed. Investigation required before approval.,Fraud,High,Yes
4510,Suspicious claim investigation,This claim appears suspicious as similar claims were filed earlier for the same incident.,Fraud,High,Yes
4511,Suspicious claim investigation,This claim appears suspicious as similar claims were filed earlier for the same incident.,Fraud,High,Yes
4512,Suspicious claim investigation,Multiple claims submitted with identical documents. Possible insurance fraud detected.,Fraud,High,Yes
4513,Possible fraudulent insurance activity,Unusual claim pattern observed. Investigation required before approval.,Fraud,High,Yes
4514,Suspicious claim investigation,Unusual claim pattern observed. Investigation required before approval.,Fraud,High,Yes
4515,Suspicious claim investigation,Unusual claim pattern observed. Investigation required before approval.,Fraud,High,Yes
4516,Suspicious claim investigation,Unusual claim pattern observed. Investigation required before approval.,Fraud,High,Yes
4517,Possible fraudulent insurance activity,This claim appears suspicious as similar claims were filed earlier for the same incident.,Fraud,High,Yes
4518,Repeated claim submission detected,Unusual claim pattern observed. Investigation required before approval.,Fraud,High,Yes
4519,Possible fraudulent insurance activity,Unusual claim pattern observed. Investigation required before approval.,Fraud,High,Yes
4520,Suspicious claim investigation,Unusual claim pattern observed. Investigation required before approval.,Fraud,High,Yes
4521,Repeated claim submission detected,Multiple claims submitted with identical documents. Possible insurance fraud detected.,Fraud,High,Yes
4522,Repeated claim submission detected,Unusual claim pattern observed. Investigation required before approval.,Fraud,High,Yes
4523,Repeated claim submission detected,This claim appears suspicious as similar claims were filed earlier for the same incident.,Fraud,High,Yes
4524,Suspicious claim investigation,Multiple claims submitted with identical documents. Possible insurance fraud detected.,Fraud,High,Yes
4525,Possible fraudulent insurance activity,Multiple claims submitted with identical documents. Possible insurance fraud detected.,Fraud,High,Yes
4526,Possible fraudulent insurance activity,Multiple claims submitted with identical documents. Possible insurance fraud detected.,Fraud,High,Yes
4527,Suspicious claim investigation,Unusual claim pattern observed. Investigation required before approval.,Fraud,High,Yes
4528,Repeated claim submission detected,Unusual claim pattern observed. Investigation required before approval.,Fraud,High,Yes
4529,Possible fraudulent insurance activity,Unusual claim pattern observed. Investigation required before approval.,Fraud,High,Yes
4530,Possible fraudulent insurance activity,Multiple claims submitted with identical documents. Possible insurance fraud detected.,Fraud,High,Yes
4531,Possible fraudulent insurance activity,This claim appears suspicious as similar claims were filed earlier for the same incident.,Fraud,High,Yes
4532,Possible fraudulent insurance activity,Multiple claims submitted with identical documents. Possible insurance fraud detected.,Fraud,High,Yes
4533,Repeated claim submission detected,This claim appears suspicious as similar claims were filed earlier for the same incident.,Fraud,High,Yes
4534,Repeated claim submission detected,Unusual claim pattern observed. Investigation required before approval.,Fraud,High,Yes
4535,Suspicious claim investigation,Unusual claim pattern observed. Investigation required before approval.,Fraud,High,Yes
4536,Suspicious claim investigation,Multiple claims submitted with identical documents. Possible insurance fraud detected.,Fraud,High,Yes
4537,Suspicious claim investigation,Multiple claims submitted with identical documents. Possible insurance fraud detected.,Fraud,High,Yes
4538,Repeated claim submission detected,Unusual claim pattern observed. Investigation required before approval.,Fraud,High,Yes
4539,Suspicious claim investigation,Unusual claim pattern observed. Investigation required before approval.,Fraud,High,Yes
4540,Repeated claim submission detected,Multiple claims submitted with identical documents. Possible insurance fraud detected.,Fraud,High,Yes
4541,Possible fraudulent insurance activity,Multiple claims submitted with identical documents. Possible insurance fraud detected.,Fraud,High,Yes
4542,Suspicious claim investigation,Unusual claim pattern observed. Investigation required before approval.,Fraud,High,Yes
4543,Possible fraudulent insurance activity,Multiple claims submitted with identical documents. Possible insurance fraud detected.,Fraud,High,Yes
4544,Suspicious claim investigation,Unusual claim pattern observed. Investigation required before approval.,Fraud,High,Yes
4545,Possible fraudulent insurance activity,Unusual claim pattern observed. Investigation required before approval.,Fraud,High,Yes
4546,Suspicious claim investigation,Unusual claim pattern observed. Investigation required before approval.,Fraud,High,Yes
4547,Suspicious claim investigation,Unusual claim pattern observed. Investigation required before approval.,Fraud,High,Yes
4548,Suspicious claim investigation,Unusual claim pattern observed. Investigation required before approval.,Fraud,High,Yes
4549,Possible fraudulent insurance activity,Unusual claim pattern observed. Investigation required before approval.,Fraud,High,Yes
4550,Possible fraudulent insurance activity,This claim appears suspicious as similar claims were filed earlier for the same incident.,Fraud,High,Yes
4551,Possible fraudulent insurance activity,This claim appears suspicious as similar claims were filed earlier for the same incident.,Fraud,High,Yes
4552,Suspicious claim investigation,Unusual claim pattern observed. Investigation required before approval.,Fraud,High,Yes
4553,Suspicious claim investigation,Unusual claim pattern observed. Investigation required before approval.,Fraud,High,Yes
4554,Suspicious claim investigation,Multiple claims submitted with identical documents. Possible insurance fraud detected.,Fraud,High,Yes
4555,Suspicious claim investigation,Multiple claims submitted with identical documents. Possible insurance fraud detected.,Fraud,High,Yes
4556,Repeated claim submission detected,Multiple claims submitted with identical documents. Possible insurance fraud detected.,Fraud,High,Yes
4557,Suspicious claim investigation,This claim appears suspicious as similar claims were filed earlier for the same incident.,Fraud,High,Yes
4558,Repeated claim submission detected,This claim appears suspicious as similar claims were filed earlier for the same incident.,Fraud,High,Yes
4559,Suspicious claim investigation,Multiple claims submitted with identical documents. Possible insurance fraud detected.,Fraud,High,Yes
4560,Suspicious claim investigation,Unusual claim pattern observed. Investigation required before approval.,Fraud,High,Yes
4561,Possible fraudulent insurance activity,Unusual claim pattern observed. Investigation required before approval.,Fraud,High,Yes
4562,Suspicious claim investigation,Unusual claim pattern observed. Investigation required before approval.,Fraud,High,Yes
4563,Suspicious claim investigation,Multiple claims submitted with identical documents. Possible insurance fraud detected.,Fraud,High,Yes
4564,Possible fraudulent insurance activity,This claim appears suspicious as similar claims were filed earlier for the same incident.,Fraud,High,Yes
4565,Possible fraudulent insurance activity,Unusual claim pattern observed. Investigation required before approval.,Fraud,High,Yes
4566,Repeated claim submission detected,Unusual claim pattern observed. Investigation required before approval.,Fraud,High,Yes
4567,Repeated claim submission detected,Multiple claims submitted with identical documents. Possible insurance fraud detected.,Fraud,High,Yes
4568,Repeated claim submission detected,This claim appears suspicious as similar claims were filed earlier for the same incident.,Fraud,High,Yes
4569,Suspicious claim investigation,Unusual claim pattern observed. Investigation required before approval.,Fraud,High,Yes
4570,Suspicious claim investigation,This claim appears suspicious as similar claims were filed earlier for the same incident.,Fraud,High,Yes
4571,Suspicious claim investigation,Multiple claims submitted with identical documents. Possible insurance fraud detected.,Fraud,High,Yes
4572,Possible fraudulent insurance activity,Unusual claim pattern observed. Investigation required before approval.,Fraud,High,Yes
4573,Suspicious claim investigation,Unusual claim pattern observed. Investigation required before approval.,Fraud,High,Yes
4574,Possible fraudulent insurance activity,Unusual claim pattern observed. Investigation required before approval.,Fraud,High,Yes
4575,Repeated claim submission detected,Unusual claim pattern observed. Investigation required before approval.,Fraud,High,Yes
4576,Possible fraudulent insurance activity,Unusual claim pattern observed. Investigation required before approval.,Fraud,High,Yes
4577,Repeated claim submission detected,Multiple claims submitted with identical documents. Possible insurance fraud detected.,Fraud,High,Yes
4578,Repeated claim submission detected,Unusual claim pattern observed. Investigation required before approval.,Fraud,High,Yes
4579,Repeated claim submission detected,Unusual claim pattern observed. Investigation required before approval.,Fraud,High,Yes
4580,Repeated claim submission detected,Unusual claim pattern observed. Investigation required before approval.,Fraud,High,Yes
4581,Possible fraudulent insurance activity,This claim appears suspicious as similar claims were filed earlier for the same incident.,Fraud,High,Yes
4582,Suspicious claim investigation,Unusual claim pattern observed. Investigation required before approval.,Fraud,High,Yes
4583,Possible fraudulent insurance activity,This claim appears suspicious as similar claims were filed earlier for the same incident.,Fraud,High,Yes
4584,Suspicious claim investigation,Multiple claims submitted with identical documents. Possible insurance fraud detected.,Fraud,High,Yes
4585,Suspicious claim investigation,Multiple claims submitted with identical documents. Possible insurance fraud detected.,Fraud,High,Yes
4586,Possible fraudulent insurance activity,Multiple claims submitted with identical documents. Possible insurance fraud detected.,Fraud,High,Yes
4587,Repeated claim submission detected,This claim appears suspicious as similar claims were filed earlier for the same incident.,Fraud,High,Yes
4588,Repeated claim submission detected,Multiple claims submitted with identical documents. Possible insurance fraud detected.,Fraud,High,Yes
4589,Possible fraudulent insurance activity,Multiple claims submitted with identical documents. Possible insurance fraud detected.,Fraud,High,Yes
4590,Repeated claim submission detected,Multiple claims submitted with identical documents. Possible insurance fraud detected.,Fraud,High,Yes
4591,Suspicious claim investigation,Multiple claims submitted with identical documents. Possible insurance fraud detected.,Fraud,High,Yes
4592,Suspicious claim investigation,Unusual claim pattern observed. Investigation required before approval.,Fraud,High,Yes
4593,Possible fraudulent insurance activity,Multiple claims submitted with identical documents. Possible insurance fraud detected.,Fraud,High,Yes
4594,Possible fraudulent insurance activity,Multiple claims submitted with identical documents. Possible insurance fraud detected.,Fraud,High,Yes
4595,Repeated claim submission detected,Multiple claims submitted with identical documents. Possible insurance fraud detected.,Fraud,High,Yes
4596,Suspicious claim investigation,Multiple claims submitted with identical documents. Possible insurance fraud detected.,Fraud,High,Yes
4597,Suspicious claim investigation,Multiple claims submitted with identical documents. Possible insurance fraud detected.,Fraud,High,Yes
4598,Repeated claim submission detected,This claim appears suspicious as similar claims were filed earlier for the same incident.,Fraud,High,Yes
4599,Possible fraudulent insurance activity,Unusual claim pattern observed. Investigation required before approval.,Fraud,High,Yes
4600,Possible fraudulent insurance activity,Multiple claims submitted with identical documents. Possible insurance fraud detected.,Fraud,High,Yes
4601,Suspicious claim investigation,Multiple claims submitted with identical documents. Possible insurance fraud detected.,Fraud,High,Yes
4602,Possible fraudulent insurance activity,This claim appears suspicious as similar claims were filed earlier for the same incident.,Fraud,High,Yes
4603,Suspicious claim investigation,Multiple claims submitted with identical documents. Possible insurance fraud detected.,Fraud,High,Yes
4604,Repeated claim submission detected,Unusual claim pattern observed. Investigation required before approval.,Fraud,High,Yes
4605,Repeated claim submission detected,Multiple claims submitted with identical documents. Possible insurance fraud detected.,Fraud,High,Yes
4606,Repeated claim submission detected,This claim appears suspicious as similar claims were filed earlier for the same incident.,Fraud,High,Yes
4607,Suspicious claim investigation,Multiple claims submitted with identical documents. Possible insurance fraud detected.,Fraud,High,Yes
4608,Suspicious claim investigation,This claim appears suspicious as similar claims were filed earlier for the same incident.,Fraud,High,Yes
4609,Repeated claim submission detected,Multiple claims submitted with identical documents. Possible insurance fraud detected.,Fraud,High,Yes
4610,Suspicious claim investigation,Unusual claim pattern observed. Investigation required before approval.,Fraud,High,Yes
4611,Possible fraudulent insurance activity,This claim appears suspicious as similar claims were filed earlier for the same incident.,Fraud,High,Yes
4612,Suspicious claim investigation,Unusual claim pattern observed. Investigation required before approval.,Fraud,High,Yes
4613,Repeated claim submission detected,Unusual claim pattern observed. Investigation required before approval.,Fraud,High,Yes
4614,Possible fraudulent insurance activity,Unusual claim pattern observed. Investigation required before approval.,Fraud,High,Yes
4615,Suspicious claim investigation,Multiple claims submitted with identical documents. Possible insurance fraud detected.,Fraud,High,Yes
4616,Repeated claim submission detected,This claim appears suspicious as similar claims were filed earlier for the same incident.,Fraud,High,Yes
4617,Repeated claim submission detected,Unusual claim pattern observed. Investigation required before approval.,Fraud,High,Yes
4618,Repeated claim submission detected,This claim appears suspicious as similar claims were filed earlier for the same incident.,Fraud,High,Yes
4619,Suspicious claim investigation,This claim appears suspicious as similar claims were filed earlier for the same incident.,Fraud,High,Yes
4620,Possible fraudulent insurance activity,Unusual claim pattern observed. Investigation required before approval.,Fraud,High,Yes
4621,Suspicious claim investigation,Multiple claims submitted with identical documents. Possible insurance fraud detected.,Fraud,High,Yes
4622,Possible fraudulent insurance activity,Unusual claim pattern observed. Investigation required before approval.,Fraud,High,Yes
4623,Repeated claim submission detected,Unusual claim pattern observed. Investigation required before approval.,Fraud,High,Yes
4624,Possible fraudulent insurance activity,Unusual claim pattern observed. Investigation required before approval.,Fraud,High,Yes
4625,Repeated claim submission detected,This claim appears suspicious as similar claims were filed earlier for the same incident.,Fraud,High,Yes
4626,Suspicious claim investigation,Unusual claim pattern observed. Investigation required before approval.,Fraud,High,Yes
4627,Possible fraudulent insurance activity,Unusual claim pattern observed. Investigation required before approval.,Fraud,High,Yes
4628,Possible fraudulent insurance activity,Unusual claim pattern observed. Investigation required before approval.,Fraud,High,Yes
4629,Possible fraudulent insurance activity,Multiple claims submitted with identical documents. Possible insurance fraud detected.,Fraud,High,Yes
4630,Repeated claim submission detected,Multiple claims submitted with identical documents. Possible insurance fraud detected.,Fraud,High,Yes
4631,Suspicious claim investigation,This claim appears suspicious as similar claims were filed earlier for the same incident.,Fraud,High,Yes
4632,Repeated claim submission detected,Multiple claims submitted with identical documents. Possible insurance fraud detected.,Fraud,High,Yes
4633,Possible fraudulent insurance activity,Multiple claims submitted with identical documents. Possible insurance fraud detected.,Fraud,High,Yes
4634,Suspicious claim investigation,This claim appears suspicious as similar claims were filed earlier for the same incident.,Fraud,High,Yes
4635,Suspicious claim investigation,Unusual claim pattern observed. Investigation required before approval.,Fraud,High,Yes
4636,Repeated claim submission detected,Unusual claim pattern observed. Investigation required before approval.,Fraud,High,Yes
4637,Repeated claim submission detected,This claim appears suspicious as similar claims were filed earlier for the same incident.,Fraud,High,Yes
4638,Repeated claim submission detected,Multiple claims submitted with identical documents. Possible insurance fraud detected.,Fraud,High,Yes
4639,Repeated claim submission detected,Multiple claims submitted with identical documents. Possible insurance fraud detected.,Fraud,High,Yes
4640,Possible fraudulent insurance activity,Unusual claim pattern observed. Investigation required before approval.,Fraud,High,Yes
4641,Suspicious claim investigation,Multiple claims submitted with identical documents. Possible insurance fraud detected.,Fraud,High,Yes
4642,Suspicious claim investigation,This claim appears suspicious as similar claims were filed earlier for the same incident.,Fraud,High,Yes
4643,Repeated claim submission detected,Unusual claim pattern observed. Investigation required before approval.,Fraud,High,Yes
4644,Possible fraudulent insurance activity,Multiple claims submitted with identical documents. Possible insurance fraud detected.,Fraud,High,Yes
4645,Repeated claim submission detected,This claim appears suspicious as similar claims were filed earlier for the same incident.,Fraud,High,Yes
4646,Suspicious claim investigation,Multiple claims submitted with identical documents. Possible insurance fraud detected.,Fraud,High,Yes
4647,Possible fraudulent insurance activity,This claim appears suspicious as similar claims were filed earlier for the same incident.,Fraud,High,Yes
4648,Suspicious claim investigation,This claim appears suspicious as similar claims were filed earlier for the same incident.,Fraud,High,Yes
4649,Suspicious claim investigation,Multiple claims submitted with identical documents. Possible insurance fraud detected.,Fraud,High,Yes
4650,Repeated claim submission detected,Multiple claims submitted with identical documents. Possible insurance fraud detected.,Fraud,High,Yes
4651,Repeated claim submission detected,This claim appears suspicious as similar claims were filed earlier for the same incident.,Fraud,High,Yes
4652,Possible fraudulent insurance activity,Multiple claims submitted with identical documents. Possible insurance fraud detected.,Fraud,High,Yes
4653,Possible fraudulent insurance activity,This claim appears suspicious as similar claims were filed earlier for the same incident.,Fraud,High,Yes
4654,Suspicious claim investigation,Multiple claims submitted with identical documents. Possible insurance fraud detected.,Fraud,High,Yes
4655,Suspicious claim investigation,Unusual claim pattern observed. Investigation required before approval.,Fraud,High,Yes
4656,Suspicious claim investigation,This claim appears suspicious as similar claims were filed earlier for the same incident.,Fraud,High,Yes
4657,Possible fraudulent insurance activity,This claim appears suspicious as similar claims were filed earlier for the same incident.,Fraud,High,Yes
4658,Possible fraudulent insurance activity,Multiple claims submitted with identical documents. Possible insurance fraud detected.,Fraud,High,Yes
4659,Possible fraudulent insurance activity,Multiple claims submitted with identical documents. Possible insurance fraud detected.,Fraud,High,Yes
4660,Suspicious claim investigation,Multiple claims submitted with identical documents. Possible insurance fraud detected.,Fraud,High,Yes
4661,Repeated claim submission detected,This claim appears suspicious as similar claims were filed earlier for the same incident.,Fraud,High,Yes
4662,Repeated claim submission detected,This claim appears suspicious as similar claims were filed earlier for the same incident.,Fraud,High,Yes
4663,Possible fraudulent insurance activity,This claim appears suspicious as similar claims were filed earlier for the same incident.,Fraud,High,Yes
4664,Possible fraudulent insurance activity,Unusual claim pattern observed. Investigation required before approval.,Fraud,High,Yes
4665,Repeated claim submission detected,Multiple claims submitted with identical documents. Possible insurance fraud detected.,Fraud,High,Yes
4666,Possible fraudulent insurance activity,Unusual claim pattern observed. Investigation required before approval.,Fraud,High,Yes
4667,Possible fraudulent insurance activity,Unusual claim pattern observed. Investigation required before approval.,Fraud,High,Yes
4668,Possible fraudulent insurance activity,Unusual claim pattern observed. Investigation required before approval.,Fraud,High,Yes
4669,Repeated claim submission detected,This claim appears suspicious as similar claims were filed earlier for the same incident.,Fraud,High,Yes
4670,Repeated claim submission detected,This claim appears suspicious as similar claims were filed earlier for the same incident.,Fraud,High,Yes
4671,Suspicious claim investigation,Multiple claims submitted with identical documents. Possible insurance fraud detected.,Fraud,High,Yes
4672,Suspicious claim investigation,Unusual claim pattern observed. Investigation required before approval.,Fraud,High,Yes
4673,Suspicious claim investigation,This claim appears suspicious as similar claims were filed earlier for the same incident.,Fraud,High,Yes
4674,Possible fraudulent insurance activity,This claim appears suspicious as similar claims were filed earlier for the same incident.,Fraud,High,Yes
4675,Repeated claim submission detected,This claim appears suspicious as similar claims were filed earlier for the same incident.,Fraud,High,Yes
4676,Possible fraudulent insurance activity,Multiple claims submitted with identical documents. Possible insurance fraud detected.,Fraud,High,Yes
4677,Possible fraudulent insurance activity,Multiple claims submitted with identical documents. Possible insurance fraud detected.,Fraud,High,Yes
4678,Suspicious claim investigation,This claim appears suspicious as similar claims were filed earlier for the same incident.,Fraud,High,Yes
4679,Suspicious claim investigation,This claim appears suspicious as similar claims were filed earlier for the same incident.,Fraud,High,Yes
4680,Repeated claim submission detected,This claim appears suspicious as similar claims were filed earlier for the same incident.,Fraud,High,Yes
4681,Repeated claim submission detected,This claim appears suspicious as similar claims were filed earlier for the same incident.,Fraud,High,Yes
4682,Repeated claim submission detected,Unusual claim pattern observed. Investigation required before approval.,Fraud,High,Yes
4683,Repeated claim submission detected,This claim appears suspicious as similar claims were filed earlier for the same incident.,Fraud,High,Yes
4684,Possible fraudulent insurance activity,This claim appears suspicious as similar claims were filed earlier for the same incident.,Fraud,High,Yes
4685,Repeated claim submission detected,This claim appears suspicious as similar claims were filed earlier for the same incident.,Fraud,High,Yes
4686,Possible fraudulent insurance activity,Multiple claims submitted with identical documents. Possible insurance fraud detected.,Fraud,High,Yes
4687,Suspicious claim investigation,Unusual claim pattern observed. Investigation required before approval.,Fraud,High,Yes
4688,Suspicious claim investigation,Unusual claim pattern observed. Investigation required before approval.,Fraud,High,Yes
4689,Suspicious claim investigation,Multiple claims submitted with identical documents. Possible insurance fraud detected.,Fraud,High,Yes
4690,Suspicious claim investigation,Unusual claim pattern observed. Investigation required before approval.,Fraud,High,Yes
4691,Suspicious claim investigation,Multiple claims submitted with identical documents. Possible insurance fraud detected.,Fraud,High,Yes
4692,Possible fraudulent insurance activity,This claim appears suspicious as similar claims were filed earlier for the same incident.,Fraud,High,Yes
4693,Repeated claim submission detected,Unusual claim pattern observed. Investigation required before approval.,Fraud,High,Yes
4694,Suspicious claim investigation,Multiple claims submitted with identical documents. Possible insurance fraud detected.,Fraud,High,Yes
4695,Repeated claim submission detected,Unusual claim pattern observed. Investigation required before approval.,Fraud,High,Yes
4696,Possible fraudulent insurance activity,Multiple claims submitted with identical documents. Possible insurance fraud detected.,Fraud,High,Yes
4697,Possible fraudulent insurance activity,Unusual claim pattern observed. Investigation required before approval.,Fraud,High,Yes
4698,Possible fraudulent insurance activity,This claim appears suspicious as similar claims were filed earlier for the same incident.,Fraud,High,Yes
4699,Suspicious claim investigation,Unusual claim pattern observed. Investigation required before approval.,Fraud,High,Yes
4700,Suspicious claim investigation,This claim appears suspicious as similar claims were filed earlier for the same incident.,Fraud,High,Yes
4701,Suspicious claim investigation,Unusual claim pattern observed. Investigation required before approval.,Fraud,High,Yes
4702,Possible fraudulent insurance activity,Multiple claims submitted with identical documents. Possible insurance fraud detected.,Fraud,High,Yes
4703,Possible fraudulent insurance activity,Multiple claims submitted with identical documents. Possible insurance fraud detected.,Fraud,High,Yes
4704,Possible fraudulent insurance activity,This claim appears suspicious as similar claims were filed earlier for the same incident.,Fraud,High,Yes
4705,Possible fraudulent insurance activity,This claim appears suspicious as similar claims were filed earlier for the same incident.,Fraud,High,Yes
4706,Suspicious claim investigation,This claim appears suspicious as similar claims were filed earlier for the same incident.,Fraud,High,Yes
4707,Suspicious claim investigation,This claim appears suspicious as similar claims were filed earlier for the same incident.,Fraud,High,Yes
4708,Possible fraudulent insurance activity,Multiple claims submitted with identical documents. Possible insurance fraud detected.,Fraud,High,Yes
4709,Suspicious claim investigation,This claim appears suspicious as similar claims were filed earlier for the same incident.,Fraud,High,Yes
4710,Possible fraudulent insurance activity,Multiple claims submitted with identical documents. Possible insurance fraud detected.,Fraud,High,Yes
4711,Possible fraudulent insurance activity,Unusual claim pattern observed. Investigation required before approval.,Fraud,High,Yes
4712,Suspicious claim investigation,Unusual claim pattern observed. Investigation required before approval.,Fraud,High,Yes
4713,Suspicious claim investigation,Multiple claims submitted with identical documents. Possible insurance fraud detected.,Fraud,High,Yes
4714,Possible fraudulent insurance activity,Unusual claim pattern observed. Investigation required before approval.,Fraud,High,Yes
4715,Suspicious claim investigation,Unusual claim pattern observed. Investigation required before approval.,Fraud,High,Yes
4716,Repeated claim submission detected,This claim appears suspicious as similar claims were filed earlier for the same incident.,Fraud,High,Yes
4717,Possible fraudulent insurance activity,Unusual claim pattern observed. Investigation required before approval.,Fraud,High,Yes
4718,Possible fraudulent insurance activity,This claim appears suspicious as similar claims were filed earlier for the same incident.,Fraud,High,Yes
4719,Possible fraudulent insurance activity,This claim appears suspicious as similar claims were filed earlier for the same incident.,Fraud,High,Yes
4720,Repeated claim submission detected,Unusual claim pattern observed. Investigation required before approval.,Fraud,High,Yes
4721,Possible fraudulent insurance activity,Multiple claims submitted with identical documents. Possible insurance fraud detected.,Fraud,High,Yes
4722,Suspicious claim investigation,This claim appears suspicious as similar claims were filed earlier for the same incident.,Fraud,High,Yes
4723,Suspicious claim investigation,Multiple claims submitted with identical documents. Possible insurance fraud detected.,Fraud,High,Yes
4724,Suspicious claim investigation,This claim appears suspicious as similar claims were filed earlier for the same incident.,Fraud,High,Yes
4725,Suspicious claim investigation,Multiple claims submitted with identical documents. Possible insurance fraud detected.,Fraud,High,Yes
4726,Possible fraudulent insurance activity,Multiple claims submitted with identical documents. Possible insurance fraud detected.,Fraud,High,Yes
4727,Suspicious claim investigation,This claim appears suspicious as similar claims were filed earlier for the same incident.,Fraud,High,Yes
4728,Possible fraudulent insurance activity,Unusual claim pattern observed. Investigation required before approval.,Fraud,High,Yes
4729,Suspicious claim investigation,Unusual claim pattern observed. Investigation required before approval.,Fraud,High,Yes
